X,Y,region,sh,rs,rp,description,lane,type,equipmentcurrent,accepteddays,siteref,sitetype,percentheavy,aadt5yearsago,aadt4yearsago,aadt3yearsago,aadt2yearsago,aadt1yearago,OBJECTID
1759443.4651,5916459.0185,02 - Auckland,1N,431,1.20000004768372,SH1 Market Rd Off Ramp to Green Lane East Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10432,Virtual,6.6,73371.0,71340.0,79152.0,79024.0,81710.0,278
1760032.299,5916025.2271,02 - Auckland,1N,431,1.92999994754791,SH1 Green Lane East Interchange SB (S3),Inc,Continuous,ATMS (Dual Loop),364.0,01N10433,Regional Continuous,5.7,57759.0,56476.0,62838.0,62699.0,65078.0,279
1760831.5345,5915385.8669,02 - Auckland,1N,431,3.05999994277954,SH1 Tecoma St Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10434,Virtual,5.7,63995.0,62613.0,68858.0,68951.0,70785.0,280
1761323.416,5914431.9053,02 - Auckland,1N,431,4.26000022888184,SH1 Ellerslie Panmure Hwy Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10435,Virtual,5.7,56284.0,55375.0,60369.0,60851.0,62412.0,281
1762754.2178,5912991.8364,02 - Auckland,1N,431,6.13000011444092,SH1 Ellerslie Panmure Hwy On Ramp to Sth Eastern Hwy Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10436,Virtual,5.7,63241.0,62514.0,67830.0,68636.0,70101.0,282
1763409.6173,5912777.1529,02 - Auckland,1N,431,6.82000017166138,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10438,Virtual,7.3,48734.0,47856.0,52289.0,53145.0,55140.0,283
1763733.8559,5912650.8047,02 - Auckland,1N,431,7.17000007629395,SH1 Mt Wellington Hwy Interchange SB (S5),Inc,Continuous,ATMS (Dual Loop),358.0,01N10439,Regional Continuous,7.3,40220.0,40003.0,43915.0,44718.0,47200.0,284
1764762.3196,5911392.9022,02 - Auckland,1N,431,8.89999961853027,PANAMA RD - Telemetry Site 79 - SB,Inc,National,Telemetry,136.0,01N10440,Telemetry,6.6,57464.0,57010.0,60903.0,63800.0,65500.0,285
1765072.5713,5910252.5585,02 - Auckland,1N,431,10.0699996948242,SH1 Princes St Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10441,Virtual,6.6,53257.0,53071.0,56709.0,59652.0,61525.0,286
1765224.9712,5909542.8841,02 - Auckland,1N,431,10.8000001907349,SH1 Princes St On Ramp to Highbrook Dr Off Ramp SB - Virtual ,Inc,Virtual,Virtual,,01N10442,Virtual,6.6,60762.0,60181.0,64521.0,68044.0,69870.0,287
1765523.4298,5908800.4979,02 - Auckland,1N,431,11.6000003814697,SH1 Highbrook Dr Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10443,Virtual,6.6,48279.0,49037.0,53516.0,55839.0,56858.0,288
1766123.6467,5907668.715,02 - Auckland,1N,431,12.9200000762939,SH1 East Tamaki Rd Interchange SB (S6),Inc,Continuous,ATMS (Dual Loop),366.0,01N10444,Regional Continuous,6.0,44962.0,45500.0,49646.0,50968.0,52099.0,289
1767275.9673,5906478.0125,02 - Auckland,1N,431,14.5600004196167,SH1 East Tamaki Rd On Ramp to Te Irirangi Dr Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10445,Virtual,6.6,53593.0,53967.0,59148.0,60485.0,62194.0,290
1767780.0146,5904921.0297,02 - Auckland,1N,431,16.2000007629395,SH1 Te Irirangi Dr Off Ramp to Redoubt Rd Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10447,Virtual,6.6,44546.0,45138.0,49530.0,50571.0,52323.0,291
1767909.6312,5904605.2885,02 - Auckland,1N,431,16.6000003814697,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Inc,Continuous,ATMS (Dual Loop),366.0,01N10448,Regional Continuous,6.8,38116.0,38846.0,42696.0,43331.0,44937.0,292
1768340.6487,5903571.1452,02 - Auckland,1N,448,0.850000023841858,SH1 Redoubt Rd On Ramp to Southwestern On Ramp SB - Virtual,Inc,Continuous,Virtual,,01N10449,Virtual,6.6,39526.0,41147.0,44314.0,45198.0,47389.0,293
1768866.277,5902735.1783,02 - Auckland,1N,448,1.8400000333786,SH1 Southwestern On Ramp to Hill Rd Off Ramp SB - Virtual,Inc,Continuous,Virtual,,01N10450,Virtual,6.8,62447.0,65204.0,71789.0,74468.0,77246.0,294
1769905.0759,5900780.2056,02 - Auckland,1N,448,4.15000009536743,SH1 Hill Rd Off Ramp to Takanini Off Ramp SB,Inc,Continuous,ATMS (Dual Loop),341.0,01N10452,Regional Continuous,7.8,49531.0,51530.0,56241.0,58826.0,61501.0,295
1769892.961,5899291.1783,02 - Auckland,1N,448,5.6100001335144,SH1 Takanini Interchange SB,Inc,Continuous,ATMS (Dual Loop),260.0,01N10454,Regional Continuous,9.4,34187.0,34676.0,39455.0,40952.0,43098.0,296
1770726.8148,5897295.7764,02 - Auckland,1N,448,7.82999992370605,SH1 Takanini On Ramp to Papakura Off Ramp SB,Inc,Continuous,ATMS (Dual Loop),364.0,01N10456,Regional Continuous,8.5,40967.0,40552.0,47584.0,49507.0,51785.0,297
1771436.5023,5895380.1174,02 - Auckland,1N,448,9.97000026702881,SH1 Papakura Interchange SB,Inc,Continuous,ATMS (Dual Loop),,01N10458,Regional Continuous,8.7,28731.0,27400.0,31586.0,33500.0,35200.0,298
1772068.1531,5894000.3033,02 - Auckland,1N,448,11.3999996185303,Rosehill - Telemetry Site 7 - SB (Park Estate),Inc,National,Telemetry,322.0,01N10459,Telemetry,13.8,32078.0,30273.0,35316.0,37269.0,40248.0,299
1772317.9191,5893601.7726,02 - Auckland,1N,448,11.8800001144409,SH1 Service Centre Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10460,Virtual,,29050.0,27841.0,32187.0,34169.0,36977.0,300
1772827.188,5892417.7165,02 - Auckland,1N,448,13.1899995803833,SH1 Service Centre On Ramp to Drury Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10461,Virtual,13.8,32078.0,30273.0,35316.0,37269.0,40248.0,301
1772930.0338,5891448.8851,02 - Auckland,1N,461,0.0,SH1 Drury Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10462,Virtual,9.9,19920.0,19757.0,24267.0,25012.0,26771.0,302
1773977.6412,5889562.8115,02 - Auckland,1N,461,2.24000000953674,DRURY - Telemetry Site 48 WiM - On Ramp to Ramarama Off Ramp SB,Inc,National,WiM,2.0,01N10463,Weigh in Motion,11.7,22847.0,22887.0,28070.0,29747.0,30587.0,303
1774948.7887,5887384.5589,02 - Auckland,1N,461,4.61999988555908,SH1 Ramarama Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10465,Virtual,10.7,20848.0,20882.0,25501.0,26604.0,27463.0,304
1776193.7949,5884747.7702,02 - Auckland,1N,461,7.53999996185303,SH1 Ramarama On Ramp to Mill Rd Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10468,Virtual,10.7,21411.0,21593.0,26294.0,27455.0,28434.0,305
1775974.0263,5881935.2098,02 - Auckland,1N,461,10.2600002288818,SH1 Mill Rd Interchange SB,Inc,Continuous,ATMS (Dual Loop),99.0,01N10471,Regional Continuous,8.8,15651.0,15401.0,19563.0,20820.0,21596.0,306
1776536.6917,5881054.2045,02 - Auckland,1N,461,11.5100002288818,SH1 Mill Rd On Ramp to Beaver Rd Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N10472,Virtual,10.6,21567.0,20457.0,25449.0,26982.0,27845.0,307
1776869.7807,5880476.7881,02 - Auckland,1N,461,12.1999998092651,SH1 Beaver Rd Interchange SB - Virtual,Inc,Virtual,Virtual,,01N10473,Virtual,10.6,21482.0,20402.0,25389.0,26925.0,27756.0,308
1777150.7237,5879976.2778,02 - Auckland,1N,461,12.789999961853,BOMBAY - Telemetry Site 72 - SB,Inc,National,Telemetry,351.0,01N10474,Telemetry,10.7,21551.0,20427.0,24672.0,26962.0,27801.0,309
1777469.8659,5879368.8297,02 - Auckland,1N,461,13.4799995422363,SH1 Nikau Rd Interchange SB,Inc,Virtual,ATMS (Dual Loop),,01N10475,Virtual,10.7,20740.0,19595.0,24272.0,25815.0,26610.0,310
1778472.4258,5878016.588,02 - Auckland,1N,461,15.2600002288818,SH1 Razorback Rd Off Ramp to SH2 Off Ramp SB,Inc,Virtual,ATMS (Dual Loop),,01N10476,Virtual,10.6,19100.0,17575.0,22227.0,23871.0,24605.0,311
1778807.9509,5877744.1862,02 - Auckland,1N,461,15.6599998474121,SH1 SH2 Interchange SB,Inc,Continuous,ATMS (Dual Loop),366.0,01N10477,Regional Continuous,22.2,12969.0,12586.0,16600.0,18673.0,18618.0,312
1779130.6943,5877352.7512,02 - Auckland,1N,461,16.2000007629395,SH1 Region 2/3 Boundary SB - Virtual,Inc,Virtual,Virtual,,01N10478,Virtual,,14656.0,13133.0,17274.0,19400.0,19313.0,313
1757231.4725,5919017.3868,02 - Auckland,1N,427,1.20000004768372,SH1 Symonds St On Ramp to Grafton/Port On Ramp SB - Virtual,Inc,Virtual,Virtual,,01N18429,Virtual,4.6,68042.0,67833.0,75413.0,75240.0,76758.0,314
1753795.4594,5931888.1746,02 - Auckland,1N,398,15.3999996185303,SH1 SH18 Link Off Ramp to Upper Harbour Hwy Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N19413,Virtual,5.2,,,,43733.0,43912.0,315
1757134.3547,5925964.6186,02 - Auckland,1N,414,5.59999990463257,SH1 Northcote Rd On Ramp to Esmonde Rd Off Ramp SB-Virtual,Inc,Virtual,Virtual,,01N19419,Virtual,5.5,50660.0,50488.0,56497.0,56837.0,58316.0,316
1756111.8026,5923831.7169,02 - Auckland,1N,414,9.0,SH1 Onewa Rd On Ramp to Auckland Harbour Bridge SB - Virtual,Inc,Virtual,Virtual,,01N19423,Virtual,7.2,69538.0,69514.0,76901.0,77944.0,78948.0,317
1756000.3461,5923078.5566,02 - Auckland,1N,414,9.5,Auckland Harbour Bridge - Classifier Site No 1 - SB,Inc,Continuous,Dual Loop,326.0,01N19424,Regional Continuous,7.2,69538.0,69514.0,76900.0,77944.0,78948.0,318
1757849.8217,5919811.5731,02 - Auckland,1N,427,1.6599999666214,SH1 Grafton/Port On Ramp to Khyber Pass On Ramp SB - Virtual,Inc,Continuous,Virtual,,01N19429,Virtual,4.6,78118.0,78118.0,86432.0,86425.0,88155.0,319
1758892.0731,5917169.864,02 - Auckland,1N,431,0.300000011920929,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N19431,Virtual,6.6,78972.0,77065.0,85450.0,85629.0,88431.0,320
1760597.1759,5915571.3867,02 - Auckland,1N,431,2.66000008583069,SH1 Green Lane East On Ramp to Tecoma St Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N19433,Virtual,5.7,67338.0,65817.0,72312.0,72336.0,74613.0,321
1761048.1507,5915072.3185,02 - Auckland,1N,431,3.55999994277954,SH1 Tecoma St On Ramp to Ellerslie Panmure Hwy Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N19434,Virtual,5.7,66156.0,65082.0,70970.0,71385.0,73375.0,322
1765783.7024,5908152.0311,02 - Auckland,1N,431,12.3000001907349,SH1 Highbrook Dr On Ramp to East Tamaki Rd Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N19443,Virtual,6.6,54847.0,55224.0,59932.0,61738.0,63230.0,323
1768113.6766,5904069.6953,02 - Auckland,1N,448,0.300000011920929,SH1 Southwestern Off Ramp to Redoubt Rd On Ramp SB - Virtual,Inc,Virtual,Virtual,,01N19448,Virtual,6.6,30843.0,31652.0,34771.0,35698.0,37211.0,324
1777793.2472,5878631.3787,02 - Auckland,1N,461,14.3400001525879,SH1 Nikau Rd On Ramp to Razorback Rd Off Ramp SB - Virtual,Inc,Virtual,Virtual,,01N19475,Virtual,10.6,21177.0,19820.0,24538.0,26069.0,26887.0,325
1747140.838,5972058.889,02 - Auckland,1N,363,0.0900000035762787,P2W - SH1 Kaipara Flats to Pukerito RAB NB,Dec,Continuous,Dual Loop,357.0,01N20363,Regional Continuous,9.4,,,,7992.0,8834.0,326
1746992.6413,5971264.7022,02 - Auckland,1N,363,1.01999998092651,P2W - SH1 Pukerito RAB to Puhoi Off Ramp NB,Dec,Continuous,Dual Loop,357.0,01N20364,Regional Continuous,8.8,,,,10390.0,10676.0,327
1749625.3268,5957147.9151,02 - Auckland,1N,363,16.75,P2W - SH1 Pukerito RAB to Puhoi Off Ramp NB,Dec,Continuous,Dual Loop,359.0,01N20380,Regional Continuous,7.9,,,,10408.0,10659.0,328
1750325.6591,5955565.6857,02 - Auckland,1N,381,0.0,SH1 Johnstones Hill Tunnel NB,Dec,Continuous,ATMS (Dual Loop),360.0,01N20381,Regional Continuous,7.9,,,,10957.0,12172.0,329
1749038.1211,5950345.7073,02 - Auckland,1N,373,15.8699998855591,ALPURT -  Telemetry Site 95 NB Lanes ,Dec,National,Telemetry,360.0,01N20388,Telemetry,8.2,9174.0,8776.0,9988.0,10820.0,12185.0,330
1748688.5393,5948307.2715,02 - Auckland,1N,373,16.6000003814697,SH1 Orewa Interchange NB,Dec,Continuous,ATMS (Dual Loop),311.0,01N20390,Regional Continuous,8.0,8534.0,8146.0,9277.0,9742.0,11044.0,331
1748665.1689,5948014.2663,02 - Auckland,1N,373,18.4400005340576,SH1 Orewa Off Ramp to Millwater Off Ramp NB ,Dec,Continuous,ATMS (Dual Loop),366.0,01N20391,Regional Continuous,6.0,13010.0,12754.0,14650.0,15210.0,16505.0,332
1748582.7413,5946814.2732,02 - Auckland,1N,373,19.7000007629395,SH1 Millwater Off Ramp to Silverdale On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20393,Virtual,5.9,17123.0,17326.0,19174.0,20075.0,21310.0,333
1748678.2704,5945148.7281,02 - Auckland,1N,398,0.129999995231628,SH1 Silverdale Interchange NB (N11),Dec,Continuous,ATMS (Dual Loop),339.0,01N20398,Regional Continuous,6.0,13751.0,13908.0,15251.0,16135.0,17137.0,334
1748690.0192,5942433.1564,02 - Auckland,1N,398,2.90000009536743,SH1 Silverdale to Dairy Flat SC On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20400,Virtual,5.7,27731.0,28314.0,31343.0,32708.0,33936.0,335
1749051.695,5941615.0395,02 - Auckland,1N,398,3.90000009536743,SH1 Dairy Flat SC Interchange NB - Virtual,Dec,Virtual,Virtual,,01N20402,Virtual,,25560.0,26201.0,29344.0,30179.0,31415.0,336
1750551.3022,5939806.4524,02 - Auckland,1N,398,6.28000020980835,SH1 Dairy Flat SC Off Ramp to Oteha Valley Rd On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20404,Virtual,5.7,27731.0,28314.0,31343.0,32708.0,33936.0,337
1753027.6699,5934712.2698,02 - Auckland,1N,398,12.3000001907349,SH1 Oteha Valley Rd Interchange NB (N10),Dec,Continuous,ATMS (Dual Loop),362.0,01N20410,Regional Continuous,5.7,22910.0,23182.0,25666.0,27426.0,28844.0,338
1753073.0921,5934507.3875,02 - Auckland,1N,398,12.5,SH1 Oteha Valley Rd Off Ramp to Greville Rd On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20411,Virtual,5.7,33210.0,33608.0,36146.0,40599.0,42372.0,339
1753412.2024,5932995.2603,02 - Auckland,1N,398,14.0699996948242,SH1 Greville Rd Interchange NB (N9),Dec,Continuous,ATMS (Dual Loop),346.0,01N20412,Regional Continuous,5.7,30655.0,31064.0,32940.0,36844.0,38629.0,340
1753611.6834,5932271.7527,02 - Auckland,1N,398,14.3999996185303,SH1 SH18 Link On Ramp to Greville Rd Off Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20413,Virtual,5.7,47852.0,48348.0,52373.0,59743.0,62413.0,341
1754543.6607,5930787.8371,02 - Auckland,1N,414,0.720000028610229,SH1 Upper Harbour Hwy Interchange NB (N8),Dec,Continuous,ATMS (Dual Loop),366.0,01N20414,Regional Continuous,5.7,33916.0,35737.0,39283.0,40659.0,41613.0,342
1755112.9204,5930151.0769,02 - Auckland,1N,414,1.62000000476837,SH1 Upper Harbour Hwy Off Ramp to Tristram Ave On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20415,Virtual,6.4,47293.0,47727.0,52982.0,55094.0,56710.0,343
1755608.61,5928825.2276,02 - Auckland,1N,414,3.02999997138977,SH1 Tristram Ave Interchange NB (N7),Dec,Continuous,ATMS (Dual Loop),365.0,01N20417,Regional Continuous,5.7,39945.0,40396.0,45112.0,46967.0,48217.0,344
1755991.1671,5928052.0873,02 - Auckland,1N,414,3.90000009536743,SH1 Tristram Ave Off Ramp to Northcote Rd On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20418,Virtual,5.7,53659.0,53299.0,60836.0,61957.0,63695.0,345
1756446.1928,5927047.1134,02 - Auckland,1N,414,5.0,SH1 Northcote Rd Interchange NB (N6),Dec,Continuous,ATMS (Dual Loop),366.0,01N20419,Regional Continuous,5.4,44871.0,44367.0,51351.0,51829.0,53131.0,346
1757133.8403,5925727.6379,02 - Auckland,1N,414,6.48000001907349,SH1 Esmonde Rd Interchange NB (N5),Dec,Continuous,ATMS (Dual Loop),359.0,01N20420,Regional Continuous,3.9,45466.0,45659.0,51603.0,51598.0,52754.0,347
1756495.1149,5924642.4269,02 - Auckland,1N,414,7.26000022888184,SH1 Esmonde Rd Off Ramp to Onewa Rd On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20421,Virtual,6.0,60633.0,60457.0,67395.0,68741.0,70920.0,348
1756400.4115,5924501.2461,02 - Auckland,1N,414,7.98000001907349,SH1 Onewa Rd Interchange NB - Virtual,Dec,Virtual,Virtual,,01N20422,Virtual,6.0,56075.0,55849.0,62233.0,63604.0,65695.0,349
1756159.4211,5924016.7975,02 - Auckland,1N,414,8.52999973297119,SH1 Onewa Rd Off Ramp to Stafford Rd Off Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20423,Virtual,5.8,67754.0,67255.0,75262.0,76816.0,78583.0,350
1756084.6851,5923399.6998,02 - Auckland,1N,414,9.14999961853027,AUCKLAND HARBOUR BRIDGE - Right Clip-on ,Dec,Virtual,Virtual,,01N20424,Virtual,9.1,37413.0,35699.0,39688.0,42139.0,42459.0,351
1755309.3525,5921628.2835,02 - Auckland,1N,414,11.1599998474121,SH1 Curran St On Ramp to Fanshawe St On Ramp NB (N2),Dec,Continuous,SCATS,240.0,01N20425,Regional Continuous,5.8,63590.0,63360.0,71156.0,72924.0,74624.0,352
1756070.4867,5921035.8765,02 - Auckland,1N,414,12.5500001907349,SH1 Wellington St On Ramp to Fanshawe St On Ramp NB (VPT),Dec,Continuous,SCATS,362.0,01N20426,Regional Continuous,5.2,53180.0,53500.0,60754.0,61697.0,63580.0,353
1756422.301,5920124.6647,02 - Auckland,1N,414,13.3500003814697,SH1 Wellington St On Ramp to Port / SH16 On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20427,Virtual,3.5,47941.0,48351.0,54651.0,55706.0,57626.0,354
1756773.0221,5919258.4434,02 - Auckland,1N,427,0.660000026226044,SH1 Nelson St Off Ramp to Northwestern Off Ramp NB - Virtual,Dec,Continuous,Virtual,,01N20428,Virtual,3.5,42105.0,41732.0,46583.0,48151.0,49130.0,355
1757431.021,5918737.8106,02 - Auckland,1N,427,1.10000002384186,SH1 Northwestern Off Ramp to Symonds/Wellesley/Port Off Ramp NB (S1),Dec,Continuous,ATMS (Dual Loop),366.0,01N20429,Regional Continuous,3.5,59970.0,59979.0,66818.0,68020.0,69257.0,356
1757851.1727,5918150.701,02 - Auckland,1N,427,2.29999995231628,SH1 Khyber Pass Off Ramp to Gillies Ave On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20430,Virtual,4.6,85570.0,84707.0,93007.0,94492.0,96242.0,357
1758708.6238,5917399.4795,02 - Auckland,1N,427,2.51999998092651,SH1 Gillies Ave On Ramp to Market Rd Off Ramp NB (S2),Dec,Continuous,ATMS (Dual Loop),366.0,01N20431,Regional Continuous,4.6,67827.0,66897.0,73424.0,73973.0,75357.0,358
1759620.7783,5916297.3847,02 - Auckland,1N,431,1.44000005722046,SH1 Market Rd Off Ramp to Green Lane East On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20432,Virtual,4.6,71678.0,71139.0,78305.0,78493.0,79939.0,359
1760021.3078,5916021.2053,02 - Auckland,1N,431,1.94000005722046,SH1 Green Lane East Interchange NB (S3),Dec,Continuous,ATMS (Dual Loop),257.0,01N20433,Regional Continuous,6.8,56216.0,55405.0,62154.0,62055.0,63363.0,360
1761293.4377,5914421.846,02 - Auckland,1N,431,4.26000022888184,SH1 Ellerslie Panmure Hwy Interchange NB - Virtual ,Dec,Virtual,Virtual,,01N20435,Virtual,6.8,54564.0,53554.0,59151.0,59019.0,59191.0,361
1761829.2422,5914004.9394,02 - Auckland,1N,431,4.71999979019165,SH1 Ellerslie Panmure Hwy Off Ramp to Sth Eastern Hwy On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20436,Virtual,6.8,61476.0,60277.0,66896.0,66831.0,67312.0,362
1763409.6173,5912777.1529,02 - Auckland,1N,431,6.82000017166138,SH1 Sth Eastern Hwy On Ramp to Mt Wellington Hwy On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20438,Virtual,6.0,46936.0,46171.0,49807.0,49388.0,50068.0,363
1763733.8559,5912650.8047,02 - Auckland,1N,431,7.19000005722046,SH1 Mt Wellington Hwy Interchange NB (S5),Dec,Continuous,ATMS (Dual Loop),358.0,01N20439,Regional Continuous,6.0,38562.0,37730.0,41144.0,41023.0,41825.0,364
1764731.3327,5911386.8408,02 - Auckland,1N,431,8.89999961853027,PANAMA RD - Telemetry Site 79 - NB,Dec,National,Telemetry,107.0,01N20440,Telemetry,5.7,55113.0,54509.0,59026.0,59300.0,60775.0,365
1765072.5713,5910252.5585,02 - Auckland,1N,431,10.0699996948242,SH1 Princes St Interchange NB - Virtual,Dec,Virtual,Virtual,,01N20441,Virtual,5.7,50800.0,50492.0,54992.0,55235.0,56627.0,366
1765298.3365,5909357.0353,02 - Auckland,1N,431,11.0,SH1 Princes St Off Ramp to Highbrook Dr On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20442,Virtual,5.7,59493.0,59459.0,64240.0,65013.0,66730.0,367
1765523.4298,5908800.4979,02 - Auckland,1N,431,11.6000003814697,SH1 Highbrook Dr Interchange NB - Virtual,Dec,Virtual,Virtual,,01N20443,Virtual,5.7,49317.0,49117.0,54158.0,55761.0,56805.0,368
1766108.7042,5907639.6863,02 - Auckland,1N,431,12.9399995803833,SH1 East Tamaki Rd Interchange NB (S6),Dec,Continuous,ATMS (Dual Loop),366.0,01N20444,Regional Continuous,5.8,47268.0,47410.0,52425.0,53295.0,54717.0,369
1767275.9673,5906478.0125,02 - Auckland,1N,431,14.5600004196167,SH1 East Tamaki Rd Off Ramp to Te Irirangi Dr On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20445,Virtual,5.7,55117.0,55065.0,60550.0,62171.0,63430.0,370
1767780.0146,5904921.0297,02 - Auckland,1N,431,16.2000007629395,SH1 Te Irirangi Dr On Ramp to Redoubt Rd On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20447,Virtual,5.7,46584.0,46653.0,51229.0,52705.0,54048.0,371
1767972.1096,5904360.4143,02 - Auckland,1N,431,16.6499996185303,SH1 Redoubt Rd On Ramp to Southwestern On Ramp NB,Dec,Continuous,ATMS (Dual Loop),366.0,01N20448,Regional Continuous,6.7,39565.0,39870.0,43838.0,45195.0,46140.0,372
1768196.2383,5903781.8605,02 - Auckland,1N,448,0.600000023841858,SH1 Southwestern On Ramp to Gt South Rd / Southwestern Off Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20449,Virtual,5.7,32178.0,32529.0,36211.0,37708.0,38186.0,373
1768794.1235,5902814.0369,02 - Auckland,1N,448,1.74000000953674,SH1 Gt South Rd / Southwestern Off Ramp to Hill Rd On Ramp NB - Virtual,Dec,Continuous,Virtual,,01N20450,Virtual,6.7,61064.0,63132.0,70516.0,74032.0,75453.0,374
1769905.0759,5900780.2056,02 - Auckland,1N,448,4.15000009536743,SH1 Hill Rd On Ramp to Takanini On Ramp NB,Dec,Continuous,ATMS (Dual Loop),341.0,01N20452,Regional Continuous,7.6,46485.0,49531.0,55142.0,58449.0,59408.0,375
1769865.9146,5899315.126,02 - Auckland,1N,448,5.67000007629395,SH1 Takanini Interchange NB,Dec,Continuous,ATMS (Dual Loop),333.0,01N20454,Regional Continuous,6.7,34988.0,26786.0,40193.0,42960.0,43469.0,376
1770726.8148,5897295.7764,02 - Auckland,1N,448,7.82999992370605,SH1 Takanini Off Ramp to Papakura On Ramp NB,Dec,Continuous,ATMS (Dual Loop),364.0,01N20456,Regional Continuous,8.1,41173.0,26786.0,48186.0,51323.0,51852.0,377
1771533.128,5895054.2976,02 - Auckland,1N,448,10.1300001144409,SH1 Papakura Interchange NB,Dec,Continuous,ATMS (Dual Loop),,01N20458,Regional Continuous,10.4,28272.0,26786.0,30812.0,34965.0,35200.0,378
1772054.1548,5893999.2765,02 - Auckland,1N,448,11.3999996185303,Rosehill - Telemetry Site 7 - NB (Park Estate),Dec,National,Telemetry,342.0,01N20459,Telemetry,11.9,31760.0,29549.0,34857.0,38167.0,38614.0,379
1772930.0338,5891448.8851,02 - Auckland,1N,461,0.0,SH1 Drury Interchange NB - Virtual,Dec,Virtual,Virtual,,01N20462,Virtual,9.8,20615.0,19465.0,23794.0,25984.0,26480.0,380
1773945.6516,5889556.7507,02 - Auckland,1N,461,2.24000000953674,DRURY - Telemetry Site 48 WiM - Off Ramp to Ramarama On Ramp NB,Dec,National,WiM,2.0,01N20463,Weigh in Motion,11.7,22672.0,22452.0,28106.0,29013.0,29801.0,381
1774948.7887,5887384.5589,02 - Auckland,1N,461,4.61999988555908,SH1 Ramarama Interchange NB - Virtual,Dec,Virtual,Virtual,,01N20465,Virtual,11.7,20717.0,20378.0,25423.0,25975.0,26923.0,382
1776193.7949,5884747.7702,02 - Auckland,1N,461,7.53999996185303,SH1 Ramarama Off Ramp to Mill Rd On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20468,Virtual,11.7,21641.0,21225.0,26409.0,27085.0,28330.0,383
1775974.0263,5881935.2098,02 - Auckland,1N,461,10.25,SH1 Mill Rd Interchange NB,Dec,Continuous,ATMS (Dual Loop),264.0,01N20471,Regional Continuous,11.3,16457.0,16128.0,19649.0,21039.0,22334.0,384
1776536.6917,5881054.2045,02 - Auckland,1N,461,11.5100002288818,SH1 Mill Rd Off Ramp to Beaver Rd On Ramp NB - Virtual,Dec,Virtual,Virtual,,01N20472,Virtual,10.3,21551.0,20549.0,24839.0,27064.0,28794.0,385
1776882.8537,5880437.81,02 - Auckland,1N,461,12.2399997711182,SH1 Beaver Rd Interchange NB - Virtual,Dec,Virtual,Virtual,,01N20473,Virtual,10.3,21239.0,20335.0,24526.0,26793.0,28409.0,386
1777150.7237,5879976.2778,02 - Auckland,1N,461,12.789999961853,BOMBAY - Telemetry Site 72 - NB,Dec,National,Telemetry,176.0,01N20474,Telemetry,10.2,21530.0,20537.0,24773.0,27117.0,28693.0,387
1777469.8659,5879368.8297,02 - Auckland,1N,461,13.4799995422363,SH1 Nikau Rd Interchange NB,Dec,Virtual,ATMS (Dual Loop),,01N20475,Virtual,10.2,20689.0,19509.0,23759.0,25984.0,27388.0,388
